"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Benin",3.108,0.176,0.055,0,0,0,0.026000001,0.061999999,0,0,0,0,0,0,0,0,0.278,0,0,0,0.022,0,0,0,0.003,0,2.365,0.0099999998,4.026,1.992146,0.097853698,21.212,0.30700001,0.28999999,0,0,0.87900001,0.082999997,0.131,0.185,0.182,2.1989999,0,0,0,0,0,0,0.37,0.44999999,0.02,0.077,0.059999999,0.26800001,0.40000001,0,0,0,1.664,0,0,0.014,1.6059999,0,0.075000003,0.0040000002,0,0.066,1.752,0.17200001,1.17,0.032000002,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0.317,0.23,0.205,0.178,0,0.044,0,0.51800001,0.377,0,0,0,0.12,0,0,0,0,0,1.2869999,0,0,0,0,1.212,0.050000001,0.0040000002,0,0,0,0,0.121,0.35299999,0,0,0,0,0,0,0,0.25799999,0
"Mauritania",6.474,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030999999,0,0,0,0,0,0,0,0,0,4.454,0,0.33399999,1.687129,0.082871303,17.030001,0.134,1.448,0.029999999,0,0,0,0,0,0,0.37599999,0,0,0,0,0,0,0,0,0,0.1,0,0.22,0,0,0,0.075999998,0.50300002,0,0,0.001,0,0,0,0.852,0,0,0,0.0040000002,0,0.037999999,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037999999,0.43399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",2.4920001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0.89700001,0,2.109,0.64816242,0.031837601,23.874001,0.30000001,0.17200001,0,0,0.086999997,0,0,0,0,0.66799998,0,0,0.0099999998,0,0,0,0,0,0.029999999,0.1,0,0.029999999,0,0,0,0.02,2.0250001,0.23,0,0,2.187,0,0.27200001,0.0020000001,0,0.23899999,0.175,0.0060000001,0.98400003,0.012,0.025,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59100002,0,0.154,0.36000001,0,0.2,0,0,0,0.43399999,0,0,0.059999999,0,0,0,0,0,0,0,1.363,0,0,0,0,2.4000001,0.0099999998,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ivory Coast",27.83,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0.91000003,0,0,0,0.050000001,0,8.6599998,0,15.58,8.1020308,0.39796969,155.87,1.6,1.74,0.029999999,0,0,0.80000001,0.40000001,0.69999999,0,17.77,0,0,0.039999999,0,0,0,0,0,0.27000001,1.09,1.54,0.55000001,0,0,0,6.7940001,7.3200002,0.118,0,0.49000001,0,0,0.13,0.113,0.0060000001,0.0099999998,0.103,1.7410001,0.16,5.0799999,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8399999,0,2.28,11.55,1,0,0,0,0,0,0,0,0.090000004,0,1.22,0,0,0,0,0,0,0,4.73,0,0.38999999,5.4200001,0.11,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea",10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,3,0,0.80000001,0.47659001,0.02341,8.3999996,1,0,0,0,0,0,0.5,0,0,2.0999999,0,0,4.0599999,0,0,0,0,0,0.16,0.2,0.029999999,0.14,0,0,0,0.085000001,0.53899997,0,0,0,0,0,0,0.183,0.07,0,0.001,0.33700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0.050000001,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkina Faso",2.194,0.034000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28200001,0,0,0,0,0,0,0,0,0,0.89399999,0,1.523,0.96271181,0.047288202,22.983,0.124,0.19499999,0,0,0,0.029999999,0,0,0.098999999,0.495,0,0,0,0,0,0,0,0,0,0.13699999,0.0099999998,0.1,0,0,0,1.105,0.79400003,0,0,0.078000002,9.6219997,0,0,0,0,2.0929999,0.163,0.0049999999,0.037999999,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.124,0.236,0.034000002,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.125,0,0.017999999,0,0,0.43900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",38.720001,0.80599999,0,0.001,0,0,0,0,0.30000001,0,0,0,0,0,0,0,2.286,0,0,0,0.041999999,0,0,0,0.024,0,9.684,0.001,4.3239999,1.477429,0.072570898,3.069,0.91399997,1.265,0.0089999996,0,0.171,1.411,0.090999998,0.426,0.352,1.747,0.0060000001,0.0020000001,0.032000002,0.0049999999,0.0040000002,0.017999999,0.096000001,0.197,0.308,5.9289999,1.8099999,1.642,0.0070000002,0.0080000004,0.001,0.145,0.31600001,0,0,0,0.34900001,0.079000004,0,0,0.28600001,0.090000004,0.0049999999,0.0040000002,0.227,0.057999998,0,0,0.0040000002,0.015,0,0.0089999996,0.0060000001,0,0,0,0.0020000001,0.0020000001,0,0.37599999,0.0080000004,0,0,0,0.0020000001,0,0.26300001,0,0.001,0,0,0.0020000001,0.001,0,0.28999999,0,0.30199999,0,0.071000002,0,0,0,0,0,1.5650001,0,0.12,0,0,10.665,0.31900001,0.027000001,0,0,0,0,0,0,0,0,0,0.104,7.1300001,0,0.001,0.039000001,0.022
"Sierra Leone",9.3100004,0.55599999,0,0,0,0.0040000002,0.266,0,0,0,0,0,0,0,0,0,0.030999999,0,0,0,0.0099999998,0,0,0,0.066,0,34.816002,0.048999999,3.8759999,1.925424,0.094576299,4.302,0.537,1.29,0.02,0,1.226,1.219,0.15700001,2.2709999,1.4910001,2.418,0.059999999,0,0.029999999,0.02,0.134,0.07,0,1.444,0.491,0.34299999,0.48699999,1.02,0.001,0,0.098999999,0.003,1.135,0,0,0,0.105,0.0049999999,0,0.052000001,0,0.112,0,0,0.43200001,2.895,0,0,0,0.2,0,0.001,0,0,0,0,0,0,0,1.071,0,0,0,0,0,0,0.18000001,0,0,0,0,0,0,0,2.5050001,0,0.19,0,0.003,0,0,0,0,0,3.7909999,0,0,0,0,11.403,2.0969999,0.56599998,0,0.0020000001,0,0,0,0,0,0,0,0.12800001,0.131,0,0.001,0.226,0.152
"Ghana",63.905998,6.46,0,0,0,3.6600001,0.037,0,0.001,0,0,0,0,0,0,0.003,0.47400001,0,0.003,0.001,0.38299999,0,0,0,0.44100001,0.074000001,93.133003,0.085000001,16.423,2.3162279,0.1137725,8.2810001,4.0549998,2.503,0.0020000001,0,0.40700001,1.696,0.94099998,1.8789999,3.6210001,8.7139997,0,0,3.7620001,0.33199999,0.027000001,0.48199999,0.64700001,12.962,0.86299998,1.715,6.5669999,3.0669999,0.012,0,0.001,4.4180002,0.0049999999,0.001,0.122,1.293,0.44800001,0,2.5780001,0.050000001,0.003,0,0.106,0.001,3.944,0,0,0,0.015,0.096000001,0.0020000001,0.119,0.001,0,0,0,0.001,0.123,0,0,0,0,0.090000004,0,0,0,0.653,0,1.123,0,0.0060000001,0.13,0.0020000001,0,2.2360001,0,0.574,1.568,1.875,1,0,0.206,0,0,4.2659998,0,0,0,1.876,20.356001,1.7,1.9119999,0.041999999,0.025,0,0,0.0060000001,0,0,0,0,0.27399999,0,0,0.025,2.5699999,0.244
"Togo",3.056,0.40000001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0.015,0,0.954,0,0,0,0.0070000002,0,0,0,0.001,0,7.2080002,0.001,3.2909999,0.86739391,0.042606201,18.888,0.56199998,0.58399999,0.0020000001,0,0.20900001,0.28600001,0.030999999,0.18099999,0.21799999,3.135,0,0,0.0080000004,0.0080000004,0,0.027000001,0.36000001,1.416,0.077,0.098999999,0.027000001,0.249,0.001,0,0,0.001,0.37599999,0.542,0,0.324,0.53600001,0,0.1,0.0049999999,0,1.5039999,0,0.041000001,0.28400001,0.037999999,0,0,0.0020000001,0.0070000002,0,0,0,0,0,0,0,0,0,0.061000001,0,0,0,0,0,0,0.14399999,0.017999999,0.0020000001,0.34200001,0,0,0,0.39500001,0.66799998,0,0.017999999,0,0.162,0,0,0,0.1,0,1.641,0,0.101,0.003,0,4.2340002,0.142,0.292,0,0,0,0,0,0.15899999,0,0,0,0.003,0,0,0.0020000001,0.0070000002,0
"Cameroon",12.345,0.56699997,0.001,0,0,0,0.83899999,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0.035,0,0.0070000002,0,0.054000001,0,8.901,0.025,6.6350002,4.9184089,0.24159101,101.038,0.90200001,2.4920001,0,0,0.199,0.37599999,0.097000003,0.64700001,0.47299999,10.689,0,0,0.030999999,0.017000001,0,0.021,0.059,0.90200001,0.078000002,0.565,0.43099999,0.48100001,0.47499999,0.016000001,0,0.001,0.94,0.086999997,0,0,0.90200001,5.3260002,0,0.001,0,0.0080000004,0.024,0,0.55000001,6.9489999,0.93900001,0.156,2.678,0.001,0,0.0020000001,0,0,0,0,0,0,0,0.30700001,0,0,0,0,0.0020000001,0,0.76599997,0.32800001,0.81400001,0,0,0.215,0.016000001,0,0.033,0,0.001,0,0.154,0,0,0,0,0.0049999999,1.409,0,0.38800001,0.163,0.119,5.0079999,0.088,0.80699998,0,0,0,0,0,0,0,0.0020000001,0,0.037999999,0,0.0080000004,0.001,0.048999999,0.001
"Nigeria",82,2.7,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.2,0,0,0,0.02,0.0060000001,241.8,1.6,32.5,8.57862,0.4213796,22.4,8.1999998,5.5,1,0,0.2,5.6999998,3.3,2.3,8,37.900002,0.27000001,0,2.2,0.80000001,0,0.89999998,0.5,4.5999999,3.4000001,5.4000001,4,5.5999999,0.60000002,0,0.2,0.001,0.30000001,0.1,0,3.9230001,1.2,0,0.037999999,0.40000001,0.2,0.89999998,0.037999999,0.1,0,0.057,0,1.071,0,1.7,0.001,0.30000001,0.0040000002,0,0,0,0.0080000004,0.18000001,0,0,0.1,0,0,0,0,0,0.5,2,0,0.1,0.1,1.7,0.2,0.2,6.4000001,0,1.2,0,3.2,0.1,0,2.0999999,0,0,15.3,0,0,0,5.3000002,26.4,4.9000001,9.3999996,0.1,0.1,0,0,0,0,0,0,0,0.80000001,3.5,0,0.2,1,0.1
"Gabon",8.7550001,0.87099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018999999,0,0,0,0,0,0,0,0.02,0,2.848,0,3.128,1.915892,0.094108097,47.728001,0.308,0.49000001,0.039999999,0,0.061999999,0.039999999,0,0.102,0,1.896,0,0,0,0.0089999996,0,0,0,0,0,0.296,0,0.093999997,0.0040000002,0.011,0,0,0.81099999,0.015,0.119,0,0.28200001,0,0,0,0,0,0.025,4.783,0.026000001,0,0,0.44800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.81199998,0.18799999,0.60500002,0,0,0,0,0,0,0,0.001,0,0.032000002,0,0,0,0,0,0,0,0,0,0,0.84600002,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central African Republic",1.8,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,1.577,0,1.262,0.67675781,0.0332422,20.556,0.47600001,0.198,0.244,0,0.096000001,0.0049999999,0.029999999,0,0.022,1.303,0,0,0.0099999998,0,0,0,0,0.0049999999,0,0.063000001,0.041999999,0.34999999,0,0,0,0,0.024,0,0,0,0.104,0,0,0,0,0,0.027000001,3.427,0.034000002,0,0,0.204,0,0.27900001,0,0,0,0,0,0,0,0,0,0,0.063000001,0,0,0,0.0020000001,0,0.51700002,0.054000001,0.33500001,0,0.257,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0.163,0,0,0,0,0.68800002,0.077,0.013,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0
"Chad",3.7130001,0.003,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0.78600001,0,0,0,0.0060000001,0,0,0,0,0,1.937,0,1.581,0.65769422,0.032305799,19.614,0.145,0.31400001,0.116,0,0.122,0.098999999,0.041999999,0.47299999,0.067000002,2.516,0,0,0.089000002,0.0020000001,0,0.001,0.023,0.31299999,0,0.127,0.0049999999,0.17399999,0,0,0,0,1.294,0,0,0,0.176,0.044,0,0,0,0,0,1.686,6.6479998,2.2409999,1.151,0,5.2309999,0.30199999,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0.0089999996,0,0.139,0.039000001,0.133,0.085000001,0.13600001,0.015,0,0,0.003,0,0.001,0.024,0.050000001,0,0,0,0,0,0.77899998,0,0.287,0,0,0.699,0.029999999,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0.003,0
"Congo",5.3629999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.689,0.0099999998,2.5999999,1.811042,0.088957898,45.139,0.17200001,0.65899998,0.02,0,0,0,0.1,0,0,4,0,0,0.0099999998,0,0,0,0,0.35100001,0,0.2,0,0.2,0,0,0,0,0,0,2.0439999,0,0,0,0,0.089000002,0,0,0.105,2.7679999,0,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55800003,0.32800001,0.33899999,0,0,0,0,0,0,0,0.0099999998,0,0.02,3.2,0,0.46000001,0,0,1.533,0,0,0,0,1.693,0.050000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Democratic Republic of the Congo",53,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0.89999998,0,26.1,0.30000001,26.5,94.460136,4.6398578,32.200001,4.9000001,6.3000002,2.5,0,0.2,1.5,1.1,0.60000002,1.9,19.9,0,0,0.60000002,0.5,0,0.1,0.30000001,0.1,0.2,2.7,0.80000001,2.3,0.0070000002,0,0,0,0,0.0020000001,0.30000001,0,0.1,0,0,0.1,0,0.021,0.041999999,0.1,0.1,0,0.1,1.9,0.109,0,1.2,1.7,0.30000001,0.5,0,0,0,3.3,10.1,0.5,0,0,0,0,0.1,0,0,0,0.80000001,0,0,33.900002,0.059999999,0,0.2,0,0.1,0,1,8,0,0.40000001,0,0,0,0,0.5,0,0,36.700001,0.029999999,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0
"Uganda",5.27,0.99699998,0,0,0,0.0020000001,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.716,0.127,3.0639999,1.7538511,0.086148702,3.79,1.576,0.17900001,0.0099999998,0,0.117,0.76499999,0.56099999,0.50199997,0.77499998,6.2379999,0,0,0.389,0.029999999,0.0099999998,0.050000001,0,1.152,0.23800001,2.585,0.48100001,1.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018999999,0,0,0.001,0,0,0,0,0.127,0,43.827999,3.2950001,0.1,0.221,0,0.017000001,0.414,0,0,0,0,0,0.093000002,0,0,0,0.0070000002,0,0,0.057,0.237,0.0020000001,0.015,0.046999998,0,0.059,0,1.289,0,0,0.025,0.0080000004,0,2.5090001,0,0.20299999,0.001,0.122,17.302999,5.2490001,3.6300001,0,0.039000001,0,0,0.0080000004,0,0,0,0,1.107,0.51899999,0,0,1.084,0.33000001
"Kenya",24.462,2.256,0,0,0,0.016000001,0.018999999,0,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0.027000001,0,0,0,0.045000002,0.030999999,102.069,0.20299999,12.012,4.3846278,0.2153718,10.866,2.175,0.49700001,0,0,0.37900001,0.708,1.397,0.65200001,2.8169999,13.709,0.029999999,0,1.2180001,0.113,0.011,0.148,0.186,1.249,2.4460001,5.099,2.0769999,2.2309999,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0.0060000001,0,0,0,0.079999998,0,0,0,0,1.478,21.848,0,11.25,0,0.25999999,0.154,0.071999997,0.292,0,0.082000002,0,0,0,0.15700001,0.028999999,0.003,0,0.0049999999,0,0,0.071999997,22.788,0.029999999,0.026000001,0.097999997,0,0.0060000001,0,2.835,9.0450001,0,0.115,0.69999999,0,3.223,0,0.69999999,0.037999999,0.48300001,26.163,8.2790003,2.8239999,0,0.211,0,0,0.26199999,0,0,0,0,3.8759999,0.69800001,0,0.017999999,5.9829998,0.74900001
"Tanzania",11.558,0.89700001,0,0,0,0.0049999999,0.003,0,0,0,0,0,0,0,0,0.63,0.1,0,0,0,0.0070000002,0,0,0,0,0,52.695999,0.012,9.151,2.3734181,0.1165817,6.3909998,1.291,0.17,0,0,1.367,0.40799999,0.50700003,0.76599997,1.3150001,10.771,0.02,0,0.58999997,0.77100003,0.029999999,0.029999999,0.025,0.616,0.36500001,2.3859999,2.1140001,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0.001,0,0,0,0,0.213,4.7969999,35.973999,0,0.011,0,0,0.0089999996,0.65200001,0,0.059,0,0,0,0,0,0.0049999999,0,0.003,0,0,0.0020000001,14.686,0.0020000001,0.067000002,2.2650001,0,0.003,0,1.744,1.613,0,0.116,0.023,0,10.895,0,0.382,0.078000002,0.223,18.348,6.5689998,3.1429999,0.001,0.026000001,0,0,0.034000002,0,0,0,0,0.70700002,0.66500002,0,0.0020000001,1.966,0.50199997
"Burundi",1,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.2,4.4799461,0.22005381,1.7,0.2,0.2,0,0,0.40000001,0,0,0.1,0.1,0.40000001,0,0,0,0,0,0,0,0,0,0.2,0.0099999998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0.2,0.89999998,0.69999999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rwanda",1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.30000001,3.431448,0.1685518,1.2,0.30000001,0.1,0.0099999998,0,0.5,0,0,0.1,0.2,0.40000001,0,0,0,0,0,0,0,0.1,0.1,0.2,0.0099999998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24600001,0,0.69999999,2.8,1.8,0.1,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0.2,0,0,3.3,0.30000001,0.2,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.2,0
"Somalia",5.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079999998,0,0,0,0,0,4.6690001,0,0.40000001,0.095317997,0.0046819998,1.4,0.2,0,0.0099999998,0,0,0,0.074000001,0,0.215,16.017,0.02,0,0.0099999998,0.0099999998,0,0,0,1.827,0.02,0.1,3.52,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,2.372,0.43099999,0,0,0,1.687,0.064999998,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.68199998,0,0.31200001,0.163,0,0.0099999998,0,0.1,0.662,0,1.057,0,0,0.95099998,0,0,0,0,4.2639999,0.62,0.43000001,0,1.137,0,0,0.65399998,0,0,0,0,0,0.56199998,0,0,0.088,0
"Ethiopia",15.592,0.071999997,0.0020000001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.13600001,0,0,0,0,0,15.61,0.017000001,4.2080002,1.8777651,0.092235297,7.927,1.931,0.24600001,0.0099999998,0,0.074000001,1.313,1.711,0.59500003,2.145,23.93,0.12,0,0.34799999,0.498,0.017000001,0.192,0.22499999,2.7320001,0.071999997,2.1259999,0.93599999,1.488,0,0,0,0,0,0,0,0,0.0020000001,0,0,0.021,0,0.001,0,0,0.012,0,0,0,0,0,0.204,1.209,0.46399999,0,0,0.0020000001,0,0.126,0,0.108,0,0,0,0,0,0,0.0060000001,0,0.0020000001,0,0.35299999,7.8699999,0.0070000002,0.162,0.106,0,0.36000001,0.0060000001,4.428,2.2,0,0.60000002,0.037,0,2.171,0,0.025,0,0.42699999,16.857,3.286,0.42699999,0,0.81599998,0,0,0.53200001,0,0,0,0,0.25400001,0.67400002,0,0,0.37,0.0020000001
"Zambia",42.116364,3.2272727,0.0036363637,0,0,0.020909091,0.0072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029090909,0.029999999,0,0,0.98363638,0.017272728,99.970001,0.097272724,5.5890908,3.5934889,0.1765112,7.2254543,3.0263636,0.82090908,0.28363636,0,0.010909091,0.042727273,1.4018182,0.27545455,1.2018182,9.477273,0.0018181818,0,2.2181818,0.10272727,0.0072727273,0.12090909,0.12818182,1.4190909,0.5,6.0954547,1.2490909,1.2981818,0,0,0.010909091,0,0,0,0,0,0.039999999,0,0,0,0.00090909092,0.010909091,0,0,0.021818181,0.033636365,0,0,0.0054545454,1.0372727,0.15363637,8.8100004,6.6890907,0,0,0,0.017272728,0,30.480909,3.850909,100.01363,0,2.3327272,2.2736363,0.018181818,0.0072727273,0,0,0,0,0,11.286364,0.0027272727,0.0063636363,0.13818182,0,0.013636364,0,2.78,0.66818184,0,0.00090909092,0.01909091,0.0054545454,1.2263637,0,0.28999999,0.0036363637,0.047272727,31.623636,2.0790908,1.1781818,0,0.20727272,0,0.0018181818,0.74818182,0,0,0,0,0.7827273,1.6136364,0.032727271,0.037272729,8.1172724,0.57181817
"Zimbabwe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.095317997,0.0046819998,1.2,1.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61299998,0,2.8369999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0
"Malawi",3.109,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,24.070999,0.029999999,0.69999999,0.19063599,0.0093639996,0.80000001,0.5,0,0.56,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0.07,0.60000002,0.19,0.5,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.044,0,0,0,0,0,0,0.02,0.61299998,0.043000001,0,0,0,0,3.4790001,13.789,0,11.64,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,4.2410002,0.83600003,0.90100002,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0
"South Africa",506,74.199997,0,0,0,0,0,0,0.2,1.105,0.026000001,2.1140001,0.035999998,0,0.0080000004,0.18000001,0.30000001,0,0,0.40000001,16.200001,0,0.043000001,0,1.39,2.1689999,703.40002,2.4100001,61,35.458302,1.741703,138.7,59.900002,14.89,5.1500001,0,0,0,18.9,0,0,122.3,0.50999999,0,0,0.52999997,0,0,0,0,14.66,53.5,12.84,12.16,0.39300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52999997,0,0,0,0,0.1,0,0,0,0,0,10.779,0,1.452,0,0,0,0,0,1.712,0,0,0,0,0,0,0.15000001,26.799999,0,0,0.079999998,0,8.1800003,38.200001,0,5.0999999,0,0,0,0,0,0,2.0999999,277.79999,0.1,0,0,14.167,0,0,1.46,0,0,0,0,2.48,0,2.3,0,59.459999,3.1099999
"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.029999999,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swaziland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.22400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
