"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","Albania","Yugoslavia","Greece","Bulgaria","Romania","Russia","Estonia","Latvia","Lithuania","Finland","Sweden","Norway","Denmark","Liberia","Ethiopia","South Africa","Iran","Turkey","Iraq","Saudi Arabia","Yemen Arab Republic","Afghanistan","China","Mongolia","Japan","Nepal","Thailand","Australia","New Zealand"
"Venezuela",25.799999,0.050000001,0.0099999998,0,0.000932,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.0099999998,0.07,0,5.5100002,0,2.47,3.9100001,0,2.8099999,0.079999998,0.66000003,0,8.1800003,0.00024600001,0.0099999998,0,0.090000004,0.81999999,0,0,0.000038999999,0,0,0,0,0,0,0,0.28999999,0.001923,0.16,0,0,0,0,0,0,0,0,0,0,0,2,0,0.44999999,0,0
"Ecuador",3.22,0.15000001,0.02,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0.27000001,0,0,0,0.23999999,0.11,0,1.08,0,0.059999999,0.20999999,0,0.0099999998,0,0.14,0,2.3800001,0.0011390001,0.0048400001,0,0,0.23,0,0.000001,0,0,0,0,0,0,0,0,0.07,0.0099999998,0.0060000001,0,0,0,0,0,0,0,0,0,0.0031429001,0,0.97000003,0,0,0,0
"Peru",15.89,1.1799999,0.050000001,0,0.0000030000001,0,0,0,0.0099999998,0.0032395001,0.029999999,0,0,0,0.43000001,0,0.1,0.0099478001,0.000018999999,1.04,4.27,0.0040000002,6.6900001,0,0.54000002,1.03,0,0.99000001,0.49000001,0.28999999,0,9.6899996,0.039999999,0.07,0,0.37,0.85000002,0,0.00041000001,0.0099999998,0,0,0,0.008715,0.0028009999,0.001385,0,0.43000001,0.18000001,0.059999999,0,0,0,0,0,0,0,0,0,0.12,0,1.95,0,0,0.029999999,0
"Brazil",54.779999,3.9400001,0.090000004,0,0,1.38,0,0,0,0,0,0,0,0,0,1.95,0,0.029999999,0.0023129999,0.47,40.700001,1.61,27.879999,1.0700001,3.1099999,6.6100001,0,10.76,2.47,0.95999998,3.8199999,58.189999,0.95999998,0.54000002,0,1.98,4.3699999,0,0.18000001,1.09,0,0,0,0.0081399996,0.00085700001,0.02,0.99000001,4.23,1.48,1.6,0,0,0.0048733,0,0.28,0,0,0,0,0.20999999,0,2.8800001,0,0,0,0
"Bolivia",0.98000002,0,0.00072900002,0,0,0,0,0,0,0,0,0,0,0,0,0.28999999,0.039999999,0,0,0.60000002,0.46000001,0,0.36000001,0,0.12,0.1,0,0.0095720002,0.20999999,0,0,0.68000001,0.0049840002,0.0094680004,0,0.0099999998,0.20999999,0,0,0,0,0,0,0,0,0,0,0.20999999,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0.20999999,0,0,0,0
"Paraguay",0.31999999,0.003943,0,0,0,0.00072200003,0,0,0,0,0,0,0,0,0,0.001641,0.002568,0,0,0.000018999999,2.8,0.02,0.63999999,0,0.0099999998,0.15000001,0,0.003454,0.0097899996,0,0.0000049999999,0.30000001,0.00056999997,0.00272,0,0,0.13,0,0.000045000001,0,0,0,0,0,0,0,0,0,0.00061799999,0,0,0,0,0,0,0,0,0,0,0,0,0.93000001,0,0,0,0
"Chile",18.129999,0.47999999,0.51999998,0,0.000046000001,0.61000001,0,0,0.029999999,0,0,0,0,0.97000003,0.5,5.0100002,0.94999999,0.0099999998,0.0034789999,0,2,0,9.3699999,0,0.54000002,1.51,0,1.38,0.51999998,0.68000001,0,20.540001,0.0040000002,0.02,0,0.039999999,1.1,0,0.0029800001,0.000216,0,0,0,0.0000030000001,0.000001,0,0,0.77999997,0.059999999,0.23999999,0,0,0,0,0,0,0,0,0,0.0038099999,0,2.04,0,0,0,0
"Argentina",59.099998,10.38,0.36000001,0.000002,0.001805,0.51999998,0,0,0,0,0,0,0,0.69,0.68000001,3.6600001,30.469999,0.15000001,3.1900001,2.96,0,2.4000001,170.63,3.22,9.561017,37.98,0,25.959999,5.0100002,3.25,0.17,28.33,2.79,1.12,1.16,5.25,11.93,0.0000070000001,0.95999998,0.66000003,0,0,0.14,0.090000004,0.13,0.000139,1.38,5.3000002,4.9299998,0.50999999,0,0.003602,0,0,0,0,0,0,0,0.17,0,12.310445,0,0,0.02,0.039999999
"Uruguay",4.0900002,0.25,0.17,0,0,0.75,0,0,0,0,0,0,0,0,0.14,0.73000002,2.0999999,0,0.14,0,1.38,0,5.5999999,0,0.97000003,1.55,0,1.25,0,0.63,0.11,2.9400001,0.14,0.22,0,0.18000001,0.94999999,0,0.039999999,0.11,0,0,0.20999999,0.0066519999,0.001014,0,0,0,0.17,0.029999999,0,0,0,0,0,0,0,0,0,0.0045258999,0,1.53,0,0,0.0013578,0
"United Kingdom",431.23999,350.91,25.620001,1.4400001,5.5900002,18.84,0.34,0.050000001,0.090000004,0.02,2.1600001,0.050000001,1.25,7.3299999,0.46000001,18.85,46.82,4.5599999,1.3200001,18.950001,215.37,10.55,0,97.089996,121.73,90.68,0,121.24,29.07,48.790001,19.219999,156.72,47.799999,10.84,8.6999998,28.09,10.34,0.0099999998,9.9200001,8.4499998,5.4400001,23.110001,81.32,8.3000002,15.53,15.5,89.199997,100.04,42.380001,163.13,0,0.92000002,49.77,30.059999,5.9099998,11.33,0,0,0,31.040001,0,48.290001,0,1.78,276.48999,189.25
"Ireland",15.3,7.9899998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7199998,0,105.63,0,2.4200001,5.7399998,0,2.28,0.33000001,0,0,6.8499999,1,0.30000001,0,1.48,0.28,0,0,0.46000001,0,0,2.29,0,0.25,0,1.75,2.3099999,0.38,0.82999998,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,8.4399996,0
"Netherlands",48.990002,12.94,1.2,0.14,0.49000001,1.67,1.01,0.66000003,0.12,0.039999999,0.13,0,1.4,0.56,0.12,0.67000002,6.4299998,3.96,0.16,1.71,45.540001,0.89999998,63.700001,0.44999999,0,80.57,0,28.530001,7.3099999,6.98,0.80000001,160.67999,11.31,2.8399999,1.34,12.53,1.89,0.00050899998,1.49,2.23,1.21,2.5899999,14.9,0.37,1.41,1.09,5.21,10.97,4.7399998,2.5699999,0.039999999,0.0099999998,0.74000001,0.94,1.05,0.20999999,0,0,0,5.2600002,0,4.9400001,0,1.4299999,1.16,0.47
"Belgium",49.889999,27.77,0.34999999,1.12,0.02,7.27,0.039999999,0.13,0.0099999998,0.0099999998,0.050000001,0,0.64999998,0.46000001,0.25999999,2.21,10.75,0.47999999,0,3.6099999,40.220001,1.98,66.269997,0.81,65.489998,0,0,98.029999,7.8800001,5.71,2.8599999,83.760002,15.91,2.23,1.78,7.9400001,2.3599999,0,5.21,1.09,1.75,7.3699999,21.379999,0.34999999,2.9000001,1.76,9.5699997,11.73,7.4699998,3.48,0,0,6.1199999,1.85,0.94,0.0034350001,0,0,0,2.3,0,3.75,0,0.95999998,29.559999,2.4300001
"Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",166.71001,21.25,2.55,1.46,1.77,4.46,0.25999999,0.15000001,0.33000001,0.17,0.16,0,3.3399999,8.5100002,1.4400001,9.5900002,25.799999,0.0099999998,0.14,6.9499998,33.389999,2.5599999,118.73,0.23999999,38.209999,108.43,0,0,38.080002,31.209999,5.1399999,117.08,13.52,9.3699999,1.89,15.24,14.18,0.059999999,3.6300001,2.27,0.95999998,15.24,30.16,1.0700001,0.98000002,1.4400001,6.5700002,22.57,11.19,4.3899999,0,0,18.08,3.04,3.23,34.125942,0,0,0.003424,14.71,0,12.8,0,0.050000001,40.650002,6.4899998
"Switzerland",21.639999,8.0600004,0.15000001,0,0,0,0,0,0,0,0,0,0,0.28,0,0,2.71,0,0.059999999,0.52999997,10.47,0,23.33,0.54000002,11.89,14.1,0,56.400002,0,5.8200002,0.13,94.830002,4.6700001,8.1199999,10.8,13.85,25.209999,0,2.6199999,0.75,1,10.56,3.4100001,0.18000001,0.31999999,0.33000001,0.60000002,3.71,2.3499999,4.5799999,0,0,0.0097465999,0,0.91000003,0,0,0,0,2.1400001,0,2.3499999,0,0.029999999,2.95,0.0039432002
"Spain",22,0.49000001,1.14,0,0.18000001,0.63,0.039999999,0,0.059999999,0.0038284999,0.059999999,0,0.33000001,0.28,0.16,0.02,0.58999997,0,0,0.059999999,3.25,0.25999999,14.78,0,4.5999999,4.4299998,0,19,3.29,0,1.1900001,27.799999,1.36,0.1,0,0,1.27,0,0.75,0,0.38999999,0.61000001,0,0.07,0,0.0080000004,0.28,2.76,2.8900001,0.11,0,0,0,0,0.82999998,0,0,0,0,0,0,0,0,0,0,0
"Portugal",10.26,0.15000001,0.039999999,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,1.8200001,0,0.0049569998,0,0.13,0.07,18.76,0,3.3699999,7.7800002,0,4.52,1.4400001,3.05,0,12.63,1.04,0.33000001,0,0.56999999,0.31999999,0.000001,0.0098860003,0.001057,0,0,0,0.039999999,0.0063319998,0.02,0,1.01,2.54,0.75999999,0,0.00097200001,0.37,0,0,0,0,0,0,0.12,0,0.56999999,0,0,0.31,0
"Germany",93.309998,7.6399999,3.0799999,0.38,0.94999999,22.52,2.79,0.91000003,1.4299999,1.04,1.35,0.14,12.12,4.0100002,1.96,13.69,52.68,0.090000004,1.1,11.2,47.860001,4.5599999,106.18,3.21,67.970001,55.900002,0,39.810001,42.630001,39.41,5.5700002,0,23.32,30.959999,37.400002,45.040001,84.059998,0.0099999998,30.16,27.540001,22.32,37,37.400002,5.0900002,13.71,3.46,18.5,77.220001,35.389999,61.93,0.69,0.1,23.73,9.29,47.860001,0.0021984,0,0,0,45.73,0,9.6499996,0,0.75,17.290001,2.6900001
"Poland",22.52,0.41,0.0099999998,0.00453,0.029999999,0.23,0.23,0.0099999998,0.0043410002,0.006606,0.050000001,0,1.1900001,0.12,0.13,0.44,2.6800001,0.0099999998,0.1,0.44,5.2199998,0.37,26.73,0.0024540001,7.04,8.1899996,0,8.21,4.3000002,1.66,0.60000002,26.969999,0,8.4700003,0.95999998,6.7199998,3.1500001,0,1.4,1.04,1.75,0.92000002,3.05,0.30000001,0.2,0.02,0.30000001,5.4899998,2.77,1.54,0.001321,0.0099999998,1.75,0.18000001,0.68000001,0,0.000378,0,0.0099999998,0.67000002,0,0.44999999,0,0.050000001,7.21,1.78
"Austria",14.64,0.79000002,0.059999999,0.001879,0.0099999998,0.2,0.25999999,0.00018800001,0.050000001,0.029999999,0.14,0,0.079999998,0.14,0.11,0.039999999,1.35,0,0.02,0.75,2.71,0.46000001,10.41,0.0099999998,4.8699999,3.6800001,0,6.8400002,7.3200002,0.56999999,0.55000001,39.68,13.81,0,22.24,27.07,11.08,0.07,14.43,1.58,1.49,19.08,1.0700001,0.050000001,0.1,0.34,0.16,1.08,1.26,1.02,0,0.0077050002,0.25,0.52999997,1.72,0.029999999,0.0073290002,0,0,1.95,0,1.41,0,0.059999999,3.98,0.23999999
"Hungary",4.5799999,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79000002,0,4.3899999,0,2.49,0.55000001,0,0.89999998,2.01,0,0,22.42,0.89999998,14.31,0,6.5100002,6.4200001,0,3.75,0.51999998,0.56999999,11.57,0.15000001,0,0,0,0,0.34999999,0.36000001,0,0,0,0,0,0.38999999,0,0,0,0,0.029999999,0,0.0099999998,0,0,0.0099999998,0
"Czechoslovakia",19.99,0.56999999,0.1,0,0,0.0076230001,0.28,0,0.059999999,0,0,0,0.0023409999,0,0,0,3.3499999,0,0,0.000155,6.8699999,0.63,19.66,0.13,13.86,9.7200003,0,19.83,13.04,0,0.079999998,57.330002,9.1400003,14.69,5.96,0,3.72,0.029999999,14.4,1.47,1.53,14.98,3.76,0.16,0.18000001,1.1900001,0.30000001,8.3599997,2.03,1.9,0,0,1.48,0.41,3.1900001,0.000091599999,0,0,0,1.28,0,1.6900001,0,0,3.22,0.07
"Italy",63.200001,2.3299999,0.0036230001,0.72000003,0.02,0.49000001,0.16,0.003,0.050000001,0.0091295,0.20999999,0,0.5,0.66000003,0.25,0.61000001,9.6700001,0.0049999999,0.0006882,5.0500002,12.57,1.67,3.6700001,0,3.24,7.8299999,0,9.0299997,16.450001,3.0999999,0.54000002,114.19,5.4299998,26.120001,15.53,3.53,0,1.6,4.8699999,0.49000001,1.7,15.6,10.94,0.22,0.039999999,0.050000001,1.1900001,5.02,1.88,0.43000001,0,0,2.04,4.1599998,3.74,0.000068699999,0,0,0,1.6900001,0,1.05,0,0.039999999,4.0900002,0.0078864004
"Albania",0.2,0.00060899998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003026,0,0,0,0.001418,0,0.88999999,0,0.0099999998,0,0,0.0077559999,0,0,0.000018000001,0.14,0.001495,0.079999998,0,0.36000001,1.35,0,0.0099999998,0,0.001254,0.001132,0,0,0,0,0,0,0,0,0,0,0,0,0.0021299999,0,0,0,0,0,0,0,0,0,0.001905,0
"Yugoslavia",5.9699998,0.0099999998,0.000302,0,0.0028949999,0.059999999,0.0022559999,0.000014,0.0027320001,0.001728,0.0099999998,0,0.20999999,0.039999999,0.0099999998,0.079999998,1.49,0.000011,0.039999999,0.02,1.37,0.31999999,7.96,0.0099999998,1.5599999,2.3099999,0,2.3099999,2.3599999,0.27000001,0.059999999,24.98,1.21,9.6400003,3.3499999,14.37,2.3399999,0.039999999,0,1.88,0.18000001,1.76,0.11,0.029999999,0.005595,0.00028899999,0.02,0.43000001,0.16,0.07,0.00044500001,0.0065239999,0.059999999,0.0077180001,0.1,0.0027449999,0.000023000001,0,0,0.050000001,0,0.47999999,0,0.00039100001,0.16,0.57999998
"Greece",7.9499998,6.6900001,0,0,0,0.000223,0,0,0,0,0,0.02,0,0,0,0.0099999998,1.62,0,0,0.039999999,2.5699999,0.029999999,18.110001,0.005843,2.1099999,0.83999997,0,2.1600001,0.87,0.029999999,0.00054799998,25.15,1.41,2.27,1.6900001,2.05,0.55000001,0.27000001,6.5,0,0.16,5.9499998,5.1799998,0.0099999998,0.001365,0,0.61000001,2.27,0.38999999,0.34999999,0,0.19,0.00089700002,0.02,1.66,0,0,0,0,0.00084499997,0,0.38999999,0,0,3.0699999,0.28999999
"Bulgaria",0.81999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0.38,0.56999999,0,0.46000001,0.80000001,0.07,0,23.280001,1.1900001,2.1700001,0.60000002,2.9200001,0.22,0.001205,0.13,0.18000001,0,1.2,0.039999999,0.006453,0.00055699999,0.00044100001,0,0.2,0.0099999998,0.02,0,0,0,0,0.30000001,0,0,0,0,0,0,0.02,0,0,0,0
"Romania",3.3199999,0,0.003522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8499999,0,0.93000001,1.66,0,5.5100002,1.52,0.17,0,33.689999,0.87,12.5,5.6700001,10.69,1.4299999,0.000022,0.56,2.22,0.079999998,0,0.039999999,0.003794,0.00155,0.0099999998,0,0.25999999,0.090000004,0.18000001,0,0,0,0,0.36000001,0,0,0,0,0,0,0.039999999,0,0,0,0
"Russia",41.380001,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0.13,40.450001,0.11,14.39,9.3199997,0,8.3299999,2.0799999,0.56,0.14,61.080002,1.72,0.64999998,0.050000001,8.5500002,1.14,0,0,0.62,0,0,0,0.81,1.14,2.5899999,0.70999998,3.5599999,0.44999999,0.31999999,0,0,0,18.030001,3.5799999,0,0,0,4.3499999,7.6199999,6.3499999,0,0,0,4.9499998,0
"Estonia",2.1700001,0.0059790001,0,0,0,0.0000049999999,0,0,0,0,0,0,0.0030380001,0,0,0,0.00034,0,0,0,0.029999999,0,4.23,0,0.49000001,0.43000001,0,0.46000001,0.059999999,0,0.00032200001,7.04,0.47999999,0.0099999998,0,0.23999999,0.20999999,0,0.000001,0,0.00055,0.000008,1.38,0,0.62,0.11,0.83999997,1.26,0.16,0.11,0,0,0.02,0,0.039999999,0,0,0,0,0.000018000001,0,0,0,0,0.02,0
"Latvia",2.75,0.22,0.000185,0,0,0.007152,0,0,0,0,0,0,0,0,0,0.00058499997,0.00060000003,0,0,0,0.050000001,0,8.3999996,0,0.5,1.12,0,0.66000003,0.33000001,0,0.00028099999,15.04,0.62,0.02,0,0.23,0.19,0,0.00032799999,0,0.00055699999,0.0000090000003,1.14,0.28999999,0,0.62,0.16,0.28,0.029999999,0.55000001,0,0,0.050000001,0,0.07,0,0,0,0,0.001927,0,0.13,0,0,0.000155,0
"Lithuania",0.74000001,0.001446,0,0,0,0.00016900001,0,0,0,0,0.000021,0,0,0,0,0,0.000033,0,0,0,0.44999999,0,9.5799999,0,1.1900001,2.3,0,0.80000001,0.14,0,0.00067699997,2.4200001,0.0097540002,0.07,0,1.26,0.059999999,0,0,0,0.000046000001,0.0000070000001,2.47,0.15000001,0.33000001,0,0,0.22,0.029999999,0.79000002,0,0,0.029999999,0,0.000128,0,0,0,0,0.000101,0,0.029999999,0,0,0,0
"Finland",11.24,1.21,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,2.8399999,0,0,0,3.03,0,32.610001,0.0099999998,5.3499999,6.48,0,3.27,1.5599999,0.62,0,26.059999,3.79,1.1,0,2.6400001,0.47,0,0.00095199997,0,0,0,2.71,1.99,1.4,0.23,0,17.030001,2.6900001,6.1999998,0,0,0,0,0.28,0,0,0,0,0.079999998,0,0.70999998,0,0,0.13,0
"Sweden",57.150002,0.70999998,0.40000001,0,0,0,0.69999999,0,0.56,0,0,0,0,0.079999998,0.050000001,0.0074608,6.71,0,0,2.48,7.0900002,0,80.129997,0.1,21.620001,15.12,2.22,12.78,6.6599998,3.6099999,0.50999999,102.35,14.01,2.75,1.28,8.6099997,2.05,0,0.23,0.57999998,0.72000003,1.51,5.1700001,1.28,0.86000001,0.99000001,5.8600001,0,13.48,25.75,0,0,0.63999999,0.75999999,1.3200001,0,0,0,0,0.61000001,0,2.71,0,0,1.35,0.25
"Norway",22.5,5.96,0.02,0.029999999,0.0042460002,0.43000001,0.090000004,0.050000001,0.67000002,0.0024969999,0.039999999,1.2,0.46000001,1.01,0.0099999998,0.15000001,0.91000003,0.0022479999,0.0072420002,0.059999999,6.3699999,0.11,54.740002,0.1,8.5100002,8.9099998,0,8.96,1.91,2.8900001,1.4299999,38.470001,5.1700001,1.21,0.92000002,4.5999999,0.95999998,0,0.11,0.31999999,0.14,0.58999997,2.8900001,0.34999999,0.07,0.16,1.41,27.530001,0,12.55,0.059999999,0.27000001,0.23999999,2.48,0.41,0.0099999998,0,0,0,0.47,0,1.4299999,0,0.13,0.38999999,0.050000001
"Denmark",17.370001,0.43000001,0.12,0,0,0.77999997,0.059999999,0,0.13,0,0,0,0.17,0.47999999,0.079999998,0.15000001,3.29,0,0,1.38,5.0500002,0,119.45,0.050000001,9.8900003,7.0300002,0,3.51,3.0699999,1.78,0.89999998,82.709999,5.9299998,0.079999998,0.36000001,1.97,0.64999998,0,0,0,1.35,1.75,6.5900002,0.43000001,0.25999999,0.85000002,5.27,22.209999,9.4499998,0,0,0,0.14,0,0.07,0,0,0,0,0.87,0,0.34999999,0,0.18000001,0.18000001,0.059999999
"Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090000004,0,0,0,0,0,0,0.07,0.000249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043279999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethiopia",0.0099999998,0.00035399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.029999999,0,0,0,0,0,0.000004,0.1,0.000463,0.00053000002,0,0,0.36000001,0,0.000051999999,0,0,0,0,0,0,0,0,0,0.000061999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068200001,0
"South Africa",78.690002,14.98,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0.0099999998,0,1.0700001,0,194.7,0.16,4.8499999,12.58,0,3.6099999,2.1500001,0,0.1,24.030001,1.21,1.52,0,4.48,1.28,0,0.28999999,0.039999999,0,0,0,0.039999999,0.11,0.13,0,7.0700002,1.71,0.94999999,0,0.0033780001,0,0,0,0,0,0,0,0.97000003,0,14.94,0,0.94999999,1.78,0.079999998
