"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Israel",1549.2,80.400002,0.079999998,0,0.0099999998,0,0,0,0.0040000002,0,0,0,0,11.3,0.1,0.5,0,0,3.7,30.700001,9.3999996,0.30000001,0.259,0,0.1,1.4,25.9,0.2,1.9,0.89999998,49.5,4.0999999,672.90002,11.5,189.7,387.25879,17.34124,270.20001,665.40002,39.599998,16.1,0,0,0,33.5,11,0,314.89999,0.1,0,18.6,21.1,1.3,3.4000001,48.5,0,52.700001,74.199997,19.6,27.799999,0.30000001,0,0,0,0,0,0,0.0040000002,0,0,0,4.8000002,0,0,0.0080000004,0,0.054000001,0.1,0.5,0.1,5.0999999,0.1,0,0,0,0,4.6999998,1.4,0,0,0,0,1.8,0,0,0.063000001,0,0.39899999,117.1,0,0,0,0,0,0.001,0,0,0,0,0,0,0,8,0,182.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,14.6,0,7.0999999,120.4,13.4,0,0,0,0,0,0,0,4.5999999,0,0,0,0,11.6,3.0999999,0,39.900002,0.02,0.5,0,0,0
"Saudi Arabia",6040.2998,137,0.1,2.8,0.60000002,0.2,0.2,0.80000001,0.69999999,0.89999998,0,0,0,0.30000001,31.200001,0.30000001,0.1,0.1,1.4,3.7,0.30000001,0,1,0.89999998,1.3,0.30000001,106.3,2.2,1.2,30.1,30.9,5.1999998,1955.3,21,954.90002,452.72711,20.272881,1635.2,523.29999,542.29999,17.6,0,8.6000004,37.900002,146.8,41.700001,101.4,2208.2,1.7,37.799999,44,409.5,46.900002,39.900002,89.900002,54.400002,90.599998,542.20001,25.299999,152.7,3.2,0,0,0,0,0.2,1,0.0099999998,0.1,0.2,0.1,2.7,0.1,0,0.5,0.40000001,0,0.2,0,1.4,0.30000001,0.1,0,0.30000001,0.1,0.40000001,4.1999998,0.80000001,0,0,116.3,0.89999998,32.799999,0,17.799999,0,0.40000001,1.1,1.2,0.60000002,11.9,25.200001,0.62300003,0,0.30000001,0,27.9,0.1,1.8,1.2,175.89999,20.299999,92.5,2.9000001,79.800003,59.099998,374.60001,122.1,0,0,6.5,2.2,117.5,90.400002,63.400002,58.799999,2.7,6.4000001,250.10001,0.89999998,672.70001,201.60001,724,5411.2998,298.60001,0,152.89999,1.7,0.5,41,0,0,116.2,3.0999999,7.5999999,5,57.900002,330.89999,33.5,11,368,0.2,52.799999,0,1.6,0
"Yemen Arab Republic",52.199001,0.134,0.192,2.7160001,0,0,0,0,0,0,0,0,0,0.0089999996,0.003,0,0,0,0.33199999,0,0.15099999,0.23999999,0.085000001,0,0.23999999,0,8.5089998,0.057,0,1.441,0.26300001,0,94.948997,1.247,88.488998,17.314659,0.77534127,146.23,6.7379999,5.1960001,0.067000002,0,0,1.3279999,10.182,0.035999998,7.1230001,93.281998,0.02,0,0.53399998,45.304001,5.652,7.1550002,4.3499999,13.797,0.012,8.882,0.78200001,8.0380001,0.037,0,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0.0089999996,0,0.048,0,0,0.43900001,0.0060000001,0,0,0,0,0,3.2809999,0.208,0.0040000002,0,11.387,8.8710003,4.1469998,0,1.256,0,0,0,0,0,0,2.6470001,0,0,0,0,5.6589999,0.40000001,0.041999999,0.02,2.1429999,0.336,0.382,2.1989999,6.836,0.64300001,5.9429998,1.503,0,357.82599,0,4.9829998,19.121,3.247,0.222,12.832,2.3759999,0,89.575996,0,28.392,2.1070001,53.957001,235.58501,50.817001,0,1.031,1.01,0,4.9239998,0,0,0.105,0,0,0,7.0739999,72.223999,22.731001,1.268,41.845001,0,0.012,0,0,0
"Yemen People's Republic",5.9000001,26.4,0,0,0,0,0.0099999998,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.099998,1.63,32.5,5.5514112,0.24858931,24.1,1.3,4.1700001,2.01,0,0,0,0.89999998,0,0,45.299999,0.15000001,0,0.28,5.4200001,0.741,0,3.51,0,0.12,3.7,1.22,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.052,3.3800001,0,0,3.572,0,5.5159998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,113.5,1.826,0,0,0,248.92999,0,0,0.87,0,60.200001,9.5889997,0,143.2,0.98000002,0,439.5,0,0,0,0,0,0,0.5,85.099998,8.1199999,0,21.91,0,0,17.566999,0,0,15.17,0,0,0,13.07,10.05,0,0.2,25.459999,0,0.40000001,0,0,0
"Kuwait",946.79999,71.900002,0,0,0,0,0.003,0,0,0,0,0,0,0.40000001,0,0,0,0,0.044,0,0.039999999,0,0,0,0,0.0099999998,34.799999,0,0,7.9000001,2.22,4.3330002,563.09998,11.2,99.800003,64.415512,2.8844931,252.8,64.599998,106.5,1.45,0,9.1999998,23.1,19.4,23.799999,18.4,365.79999,1.01,0,27.6,33.5,17.4,9.8000002,19.5,15.2,16.93,84.800003,17.530001,88.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,0.89999998,0.093000002,0,0.0060000001,0,0.003,0,0,0,0,0,0,0,0,5,0,0,0,0,2.4000001,0,0.81999999,0,2.3,20.299999,44.400002,6.6999998,13.1,10.4,75.800003,42.200001,0,24.200001,0,0,0,20.200001,21.9,13.3,6.9000001,0,146.60001,0,222.3,0,271.10001,1371.8,152.2,0,55.700001,0.31,5.3000002,18.9,0,0,31,0,0,0,14.7,61.400002,4.6399999,2.5,157.5,0,8.5,0,0,0
"Bahrain",265.60999,4.1399999,0,0,0,0,0.015,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0.02,0,0,0,0,0,2.1400001,0,0,0,0,0,238.92999,1.4400001,28.24,16.357519,0.73248112,50.299999,15.07,8.5699997,0.47999999,0,0,0,7.7600002,0,0,44.330002,0.1,0,0.58999997,3.6600001,6.9130001,0,0,0,0.89999998,12.3,7,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25999999,0.60000002,0,0,0,0,0,0,0,0.85399997,0,0,0,0,0,0,0,0,0,0,0,0,0.41999999,0,0,5.5999999,2.72,0,0.31999999,0.27000001,5.4400001,0.44,0,1996.55,0,0,2.1099999,0,2.8299999,22.18,2.3800001,0,16.82,0,20.73,0,59.77,261.17001,39.380001,0,26.139999,0,0,2.1789999,0,0,9.5299997,0,0,0,5.27,29.110001,0.69999999,0,114.1,0,8.6099997,0,0.0040000002,0
"Qatar",162.87,4.4000001,0,0,0,0,0.001,0,0.0020000001,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0.27000001,0,27.290001,0,0,2.1900001,0,0,255.42999,2.1300001,42.139999,14.81652,0.66347623,77.470001,16.02,7.9899998,0.11,0,2.74,0.47,6.1799998,0,0,75.860001,0.41,0,2.5999999,20.32,4.0700002,0,0.60000002,1.78,4.29,14.14,25.540001,21.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79000002,1.67,0,0,0.043000001,0,0,0,0.059999999,0,0,0,0,0,2.98,0,0,0,0.001,0,0,0,0.0099999998,0,2.1900001,2.21,1.72,1.72,1.64,8.5299997,14.19,8.1499996,0,9.8999996,0,0,14.96,6.6999998,0,42.080002,0.25,0,22.200001,0,15.04,0,9.3800001,263.85001,29.92,0,9.2700005,0.31,0,0,0,0,5.2199998,0,0,0,5.6900001,19.389999,2.9300001,0,31.58,0,3.4200001,0,0,0
"United Arab Emirates",1159.9,23.4,0,0.1,0.101,0,3.4000001,0.80000001,0,0,0,0,0,0.1,2.7,0,0,0,0,0,0.0099999998,0,0,0,3.3,0,33.400002,27.299999,0,21.4,0.1,0,1228.5,14.9,171.7,114.9525,5.147512,516.79999,91.599998,69,1.1,0,4.8000002,6.6999998,25.1,5.3000002,3.2,409,9,0,8.1999998,15.7,15,7.1999998,18.299999,3.5999999,13.1,82.400002,16.1,49.799999,0.011,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.40000001,0,0.403,0,0,0,0,0,0,0.1,4.5999999,0.80000001,0,0,0.1,0,0,0,11.4,0,0,0,0,0,3.5999999,5,0.40000001,0,0,0,0.69999999,0.2,0.60000002,0.1,0.40000001,31.299999,14.1,0.89999998,5.5,4.3000002,35.5,10.5,0,16.1,0.21699999,191.3,45.599998,405.5,33.900002,0,0.2,0,135.7,0,119.1,0.2,152.10001,1489.2,203.89999,0,74.300003,1.5,4.3000002,9.6000004,0,0.1,79.400002,0,0,0,42.599998,200,29.299999,16.5,114.4,0,18.4,0,0.1,0
"Oman",98.639999,2.9200001,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,8.9399996,0,0,1.65,0.13,0,270.20999,2.8499999,97.010002,27.517771,1.232231,32.119999,13.05,4.1300001,0.039999999,0,0.02,14.32,2.9200001,0.16,0.22,30.450001,0.28999999,0,3.53,2.6900001,3.0799999,0.059999999,5.3699999,0,3.5899999,13.39,1.4299999,15.53,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0.38999999,0,0,0,0,0.059999999,0,0,0,0,0,0,11.47,0.050000001,0,0,0.31,0,0,0,0.43000001,0,0,0,0,0,2.9000001,0.60000002,0.050000001,0,0.0020000001,0,0,0,0,0,0.0020000001,0.62,0.12,0,0.52999997,0.07,3.1500001,0.34,0,0.51999998,0.079999998,0,6.73,76.940002,1.23,299.57001,0,0,17.950001,0,14.12,0,9.1800003,340.56,49.900002,0,7.9400001,0,0.039999999,0.44999999,0,0.02,3.8699999,0,0,0,13.42,57.93,1.1900001,0.36000001,33.07,0,10.06,0,0,0
"Afghanistan",14.216,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.265,1.01,2.3,2.4885631,0.1114366,19.5,0.60000002,0.76999998,0.15000001,0,0,0.86400002,0.5,0,1.006,9.3000002,0,0,2.9300001,0.0099999998,0,0,0,290.496,0.75,2,1.58,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48199999,0.12,0,0,0,0,0,0,0.026000001,0,0,0,0,0,0,0,0,8.1800003,0,0,0,16.9,98.207001,20.572001,0,14.895,1.04,0,2.921,0,0,1.05,0,0,0,0.81999999,17.129999,0,0,0.050000001,0.0099999998,0.0099999998,0,0,0
"China",3830.2,816.79999,0.02,127.3,0.035,0,0,0.0099999998,0,0,0,0,0,80,107.3,0,0,1.5,0,0,5.23,0,0.347,0,0,104.5,63.200001,0,0,121.6,159.7,0.63800001,540,0.40000001,157,79.059753,3.5402541,314.70001,235.2,69.900002,3.05,0,259.79999,189.5,90.900002,83.900002,131.39999,248.8,0.039999999,0,150.10001,15.2,1.4069999,30.4,524.59998,264.10001,68.900002,99,27.5,52.299999,0,0,0,0.433,0,0.056000002,13.872,1.788,1.679,0,0,0.76999998,0,1.9119999,0.13,0,32.825001,0.028000001,1.579,4.9000001,0,0,0,0,0,0,5.2719998,9.5,0.75099999,0,0.65700001,0,0.055,0,0,90.199997,0,0,0,0,0,0,0,0,0,0,14.04,0,12.23,1.5,61,58.599998,2.02,128,97.400002,49.52,0,7.0799999,1.9,15.5,2.0940001,0,42.099998,0.059999999,42.450001,0,0,0.182,0,4.1999998,0,303.29999,0,5168.8999,28.549999,0,175.5,31.059999,4.8860002,72,0,0,139.60001,0,0,0,239.89999,189.8,70,14.2,1063,19.395,156.5,0,8.6020002,0
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.029999999,0.1,0,0,0,1.3,0,0,0,0,0,1.5,5.5799999,28.502001,0.30000001,0,0,2.6900001,0,0,0,8.5,0,0.19,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,4.3000002,0.0099999998,0,0.02,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
"Taiwan",4336.7002,215.5,0,0,0,0,0,0,0,0,0,0,0,0,6.723,8.2069998,32.445,0,0.075999998,0.0070000002,0.37,11.2,0.011,0,0.81,10.93,31.98,0,0,28.299999,18.889999,8.073,214.7,9.6899996,96.699997,0,0,105.8,109.6,11.48,2.5599999,0,0,0,13.1,0,0,123.5,0.0099999998,0,0,5.1900001,0.092,0,0,0,5.0999999,34.599998,7.6100001,31.32,0.016000001,0,0,0,0,0,0,1.597,0,0,0,6.6799998,0,7.5339999,0.0089999996,0,0.001,0,8.1370001,0,0,0,0,0,0,0,0.53799999,0,0,0,0,0,0.37900001,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0.19,0,0,0,5.6079998,0,13.29,0,0.70999998,0,0,11.2,19.299999,1677.3,0,0,1792.9,21.120001,0,28.1,96.510002,0,0,0,0,0,153.60001,5172.6001,61.59,0,0,0,0,21.056,0,0,87.300003,0,0,0,228.75999,327.95999,100.56,353.29999,425.79999,2.385,49.740002,0.0040000002,0.021,0
"North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056000002,0,0,0,0,0,0,0,2.1199999,0,0,0,4.6799998,0,2.3,0.33000001,4.8000002,2.009994,0.0900065,4.8000002,9,3.5599999,0,0,0,42.150002,4.9000001,4.4400001,16.223,10.1,0,0,7.3299999,0,0,0,44.34,0,0.81999999,7.5999999,0,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0.083999999,0,0,0,10.97,0,0,0,0,0.2,0,0,0,0,0,0,0,0,374.20001,0,0,0,0,376.29999,36.110001,0,0.40000001,2.9300001,2.9489999,0,0,0,0.87,0,0,0,19.73,33.450001,4.5,1.3,40.73,0,0,0,0,0
"South Korea",4890.5,378.39999,0.69999999,0,0,0,0,0,0.5,0,0,0,0,64.199997,3.2,0,0.1,0,0.30000001,44.200001,5,25.1,0,0,1.1,53.5,44.400002,0,4.0999999,87.5,12.9,0.2,303.60001,3.7,86.900002,166.35091,7.4491062,193,139.60001,28.6,1.5,0,0.30000001,2.3,21.200001,0.60000002,2,118.9,0,0,4.8000002,46.299999,0.052000001,0,0.60000002,9.6000004,10.3,48.799999,32.5,23.299999,0.80000001,0,0,0,0,0,0,0.30000001,0,0,0.014,2.3,0.5,0,49.599998,0,5.5999999,0,0.40000001,0,0,0,0,0,0.2,6,17.5,5.3000002,0,0,0,0,3.3,0.40000001,0,0,0,0,8.3999996,0,0,5.8000002,0.1,0.1,0.021,0,0.60000002,0,0.059999999,0,2.0999999,272,14.8,0,14.9,0,0,0.1,42.900002,3317.8999,3.4000001,0,1753.2,11.8,0,1.1,0.19,0,0,0,105.7,0,0,5857.8999,53,0,18.9,0.69999999,3.4000001,0.2,0,0.30000001,91.099998,0,0,4.8000002,471.60001,161.3,271.5,484.5,680,14.2,75.699997,0,3.0999999,0
"Japan",24566.699,4751.8999,17.9,187.8,0.5,20.799999,6.0999999,17.4,0.1,0,0,0,0.0040740739,939.09998,70.900002,35.700001,36.599998,15.7,14.2,73.099998,174.89999,694.79999,20.4,25.6,256.5,477,1571.5,29.4,34,647.70001,289.60001,10.6,1963.3,78.5,381.60001,360.6503,16.149731,1305.9,1068.8,391.39999,54.700001,0,39.900002,62.099998,171.39999,17.5,49.599998,943.20001,1.1,0,41,36,5.9000001,22.4,66.5,1872.7,120.4,466.29999,187.3,321.70001,18.700001,0,0,0,0,0,9.1999998,15.3,4.5,29.299999,0.1,46.299999,0,17,339.39999,0.89999998,124.4,0.89999998,44,120.9,20,9.8000002,8.6999998,14,134.89999,37,16.5,23.5,4.8000002,2,0.001,0,28.1,104,19,299.10001,31.200001,4.3000002,1798.8,0,0.5,20.700001,58.599998,0,0.064999998,0.1,85.199997,455.70001,0.89999998,360.60001,56.5,4119.3999,39.900002,4359.2002,142.89999,2.5999999,0.30000001,21.799999,228.10001,19623.4,1,17.6,3471.2,479.20001,1813.5,8227.9004,1743.2,1.2,4345.6001,1.1,2308.6001,181.39999,3040.1001,0,1019.8,0,213.3,28,76.699997,55.200001,2.5999999,8.5,1125.4,0.69999999,5.9000001,48.900002,3504.2,1515.9,1963.7,13230.4,7017.7998,406.89999,834.29999,27.9,32.700001,0.60000002
"India",1865.21,375.92999,10.63,0,0,0,0,0.050000001,0.026000001,0,0,0,0,7.6500001,0.121,0,0,0,0.0089999996,0.0099999998,0.0099999998,61.700001,0.017000001,0.059999999,0,2.8,248.25999,0.079999998,0.0099999998,1.35,22.620001,6.6399999,953.53003,15.05,244.87,357.44391,16.006149,329.92001,150.42999,82.769997,13.37,0,45.959999,52.07,34,32.509998,43.189999,311.06,7.4200001,0,49.220001,39.029999,0.0099999998,45.330002,85.099998,1233.22,45.119999,97.800003,63.689999,26.32,0,0,0,0.029999999,0,0,0,6.5999999,0,0,0,0.52999997,1.05,0,0.0070000002,0.12,11.45,0,0,1.13,0,0,0,2.9300001,25.370001,0.050000001,11.13,35.810001,1.4299999,0,0.11,0,0.16,0,0,75.199997,0,0.0020000001,0,0,1.28,0.090000004,0.69999999,0,0.059999999,0,28.49,0.0099999998,7.1799998,1.9299999,2.02,1349.66,3.5899999,1340.26,59.560001,0,0.11,35.220001,11.64,520.62,0.27000001,129.87,337.01999,88.309998,52.720001,378.26001,1.96,12.99,83.43,0,53.630001,54.779999,172.53999,815.07001,0,0,76.459999,12.35,7.6199999,31.74,0,21.040001,24.23,0,0,2.3,341.70001,475.17001,11.54,24.59,210.2,0.034000002,10.95,0,0.023,0
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pakistan",751.78998,46.599998,0,0,0,0,0.0049999999,0,0,0,0,0,0,0.029999999,0.20999999,0.16,0,0,0.66000003,1.64,0,0.090000004,0.0099999998,0,0.029999999,0.27000001,67.879997,0,0,0.090000004,29.200001,0,302.62,3.26,99.809998,61.582371,2.7576261,215.91,38.689999,13.68,2.5999999,0,2.22,36.540001,9.6400003,16.32,14.77,180.24001,0.0099999998,0.02,24.620001,7.5900002,1.5599999,15.33,30.200001,50.299999,6.3400002,30.620001,18.07,39.52,0.001,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1.8200001,0.039999999,0.317,0,0,0,0,0,0,0.0099999998,0.1,0.0099999998,35.419998,3.0999999,0,0,0.014,0.02,0.02,0,0,0.0099999998,0,1.66,0,0,0.40000001,0.02,0.039999999,0,0.039999999,2.1500001,0.13,0,0.029999999,0.40000001,0.17399999,1.97,4.1799998,156.73,0.28,0,0.76999998,8.1000004,0,513.21002,0.029999999,0.039999999,507.48001,28.18,4.5999999,335.97,1.5599999,49.080002,167.83,0,0,0.25999999,73.139999,548.72998,3.8499999,0,0,75.910004,7.6300001,39.990002,0.46000001,3.95,12.16,0.059999999,0.0099999998,0.039999999,164.58,98.050003,5.6999998,22.700001,51.939999,0.0099999998,18.01,0,0.013,0
"Bangladesh",359.54001,83.870003,0,0,0,0,0,0.0099999998,0,0,0,0,0,4.4899998,0,0,0,0,0,0.0099999998,0.88999999,0,0,0,0,0.12,1.5,0,0,0,0.68000001,0,147.23,1.5,67.599998,6.2596941,0.2803058,21.73,34.82,2.5899999,0.15000001,0,0.92000002,19.32,0.77999997,12.58,9.8400002,5.6399999,0,0.1,10.08,0.090000004,0,8.7399998,15.79,47.150002,1.8,33.650002,15.05,20.66,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.02,0,0.029999999,0.029999999,0,0.0099999998,0,0,0,0,0.40000001,0.059999999,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0.0099999998,0.16,0,0,0,11.1,0.0099999998,8.8900003,0.059999999,0.039999999,39.860001,0.02,25.98,1.02,0,0,0.62,0,225.78999,0,0,12.34,6.71,0,137.17999,0,0,99.650002,0,2.3699999,8.0200005,30.16,295.10999,55.59,0,34.889999,0,10.87,4.6599998,0,0.99000001,14.88,0,0,0.059999999,46.25,91.419998,13.9,15.17,50.060001,0.0099999998,4.2399998,0,0.0049999999,0
"Myanmar",39.328999,15.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,68.780998,0.11,13.595,3.0628469,0.1371527,7.6110001,5.3600001,0.029999999,0,0,0.003,1.9299999,0.287,0.034000002,16.825001,3.704,0,0,9.3459997,0.212,0,0,2.3870001,8.5319996,0.094999999,4.0229998,31.156,4.2969999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0640001,0,1.61,0,0,0,0.003,0,0.34400001,0,0,0,0.086000003,0,0,0,0,0,0,0,0,0,29.296,0,0,0.017999999,10.053,342.94299,4.757,0,0.82999998,9.3470001,0,0.001,0,0,1.252,0,0,0,14.857,47.726002,0.29300001,0.152,13.265,0,0.46200001,0,0,0
"Sri Lanka",88.896004,23.900999,1.489,0,0,0.0099999998,0.011,0,0.029999999,0,0,0,0,0.98199999,0.015,0.0020000001,0,0.022,0,0.0080000004,0.0080000004,0,0.0070000002,0,0,0.101,37.772999,0,12.005,0.001,10.27,0,192.21899,2.598,47.265999,32.04504,1.43496,79.778999,17.146999,1.179,0.097999997,0,1.37,1.15,3.635,2.168,0.63200003,14.092,0.0070000002,0.023,7.2519999,0.048,2.5999999,0.12899999,8.9309998,10.442,1.604,26.684999,8.1709995,4.6440001,0,0,0,0,0,0,0,0,0.105,0,0,0.02,0,0.003,2.5369999,0,0,0,0,0,0,0.0040000002,0.001,0,0,0,30.549999,0.090999998,0,0,9.6040001,0.001,0.32100001,0,0,2.165,4.2129998,0.0070000002,31.429001,0,0,0,0,0,0.028999999,0,5.645,0,0.97399998,0.0089999996,0.02,111.996,1.66,125.921,2.4059999,6.9510002,0.0020000001,0.0099999998,0.0020000001,210.41901,0,0,20.33,1.728,1.59,0.42300001,0.001,0,51.237,0,24.413,3.151,35.09,258.88,96.674004,0,29.862,2.967,23.788,0,1.938,0.43000001,9.8959999,0,0,0,11.916,91.273003,7.4629998,9.0299997,40.133999,0.001,7.4619999,0,0.02,0.011
"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5999999,0,0,0.95713979,0.042860199,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0099999998,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000001,2.9400001,0,0.25,0,2.7030001,1.23,0,0,0.02,0,0,0,0.090000004,0,0,0,0.58999997,0,0.029999999,0,0,0
"Nepal",11.6,0,0,0,0,0,0.74000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9000001,0,2.8,2.392849,0.1071505,2.9000001,0.80000001,0,0,0,0,0,0.40000001,0,0,2,0,0,0.73000002,0,0,0,0,0,0.02,1.1,0.029999999,0.28,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,38.599998,94.5,0,0.34999999,0.51999998,0,0.035999998,0,0,0.66000003,0,0,0,0.31999999,5.7800002,1.3,0,1.05,0,0.36000001,0,0,0
"Thailand",1332.4,132.19,0,0,0,0,0.0020000001,0,0,0,0,0,0,12.15,1.12,0.018999999,0.25999999,0.43000001,0.30000001,5.1100001,0.050000001,29.719999,1.0599999,0,0,0.81,45.459999,0.14,0,1.4,7.2800002,0,246.50999,5.7399998,228.34,49.27356,2.206444,93.379997,82.239998,13.87,4.4200001,0,2.72,12.7,40.529999,3.24,8.1599998,130.17,0.1,0,4.48,7.1900001,1.41,10.99,44.549999,11.36,40.049999,101.68,32.23,48.09,0.0099999998,0,0,0,0,0,1.794,1.585,0.34,0,0,0,0,0,0,0,10.3,0,1.49,0,0,0,0.14,0,0.11,0,8.8800001,0.029999999,0,1.52,0,0,0.059999999,0,7.6199999,14.48,0.0099999998,0,6.7399998,0,14.67,2.3199999,0.15000001,0,0,0,0.17,20.59,0,0,9.1499996,34.41,2.1600001,0.0099999998,0.02,0.0099999998,1.09,1.27,20.620001,859.28998,0,6.29,23.629999,40.080002,518.21997,78.349998,60.110001,0,416.62,0,193.22,9.29,197.53999,1952.41,44.380001,0,18.57,9.1499996,11.15,1.8099999,0,0,0,0,1.8099999,1.0599999,165.86,598.60999,78.25,44.82,173.35001,0.16,37.639999,0,0.024,0
